title,pubDate,guid,link,description
Frozen Planet II returns with live footage of avalanche,"Mon, 05 Sep 2022 23:05:20 GMT",https://www.bbc.co.uk/news/science-environment-62797161,https://www.bbc.co.uk/news/science-environment-62797161?at_medium=RSS&at_campaign=KARANGA,The BBC sequel launches on Sunday with never before seen footage of animals in the frozen world.
Nord Stream 1: How Russia is cutting gas supplies to Europe,"Mon, 05 Sep 2022 13:52:06 GMT",https://www.bbc.co.uk/news/world-europe-60131520,https://www.bbc.co.uk/news/world-europe-60131520?at_medium=RSS&at_campaign=KARANGA,Russia has reduced the amount of gas it supplies to Europe through the key Nord Stream 1 pipeline.
Seven ideas to combat high energy costs,"Mon, 05 Sep 2022 11:34:02 GMT",https://www.bbc.co.uk/news/62507224,https://www.bbc.co.uk/news/62507224?at_medium=RSS&at_campaign=KARANGA,What are the more radical options being discussed to protect people from fuel poverty this winter?
Seven big issues now facing Liz Truss,"Sun, 04 Sep 2022 23:34:36 GMT",https://www.bbc.co.uk/news/uk-politics-62769937,https://www.bbc.co.uk/news/uk-politics-62769937?at_medium=RSS&at_campaign=KARANGA,"From the cost of living to the NHS, BBC correspondents examine the issues awaiting in Downing Street."
What is the UK's plan to send asylum seekers to Rwanda and how many could go?,"Mon, 05 Sep 2022 15:04:03 GMT",https://www.bbc.co.uk/news/explainers-61782866,https://www.bbc.co.uk/news/explainers-61782866?at_medium=RSS&at_campaign=KARANGA,A challenge to government plans to send some asylum seekers to Rwanda is being heard.
Yungblud: I opened my chest up and put my heart on a plate,"Sun, 04 Sep 2022 23:31:38 GMT",https://www.bbc.co.uk/news/entertainment-arts-62764488,https://www.bbc.co.uk/news/entertainment-arts-62764488?at_medium=RSS&at_campaign=KARANGA,"The pop star explains why his third album is ""a metaphor for the oppression millions of people feel""."
Workplace accidents: Inside India's 'factories of death',"Sun, 04 Sep 2022 23:26:09 GMT",https://www.bbc.co.uk/news/world-asia-india-62631699,https://www.bbc.co.uk/news/world-asia-india-62631699?at_medium=RSS&at_campaign=KARANGA,Are the country's efforts to become an industrial powerhouse coming at the cost of workers' safety?
What does the prime minister actually do?,"Mon, 05 Sep 2022 12:09:18 GMT",https://www.bbc.co.uk/news/uk-politics-48497953,https://www.bbc.co.uk/news/uk-politics-48497953?at_medium=RSS&at_campaign=KARANGA,"Liz Truss will be the next UK PM, but what does the job involve?"
Japan's female bosses mapping a course for other women,"Sun, 04 Sep 2022 23:02:57 GMT",https://www.bbc.co.uk/news/business-62719779,https://www.bbc.co.uk/news/business-62719779?at_medium=RSS&at_campaign=KARANGA,"Female bosses remain a small minority in Japan, but efforts continue to increase their numbers."
Energy bills: Fears power cuts will switch off nebuliser,"Mon, 05 Sep 2022 12:14:58 GMT",https://www.bbc.co.uk/news/uk-wales-62728628,https://www.bbc.co.uk/news/uk-wales-62728628?at_medium=RSS&at_campaign=KARANGA,Susan Clifton fears power cuts could see her husband's nebuliser fail and is preparing for winter.
"Champions League group stage: Quick reunions, nightmare groups and an all-British drama","Mon, 05 Sep 2022 11:40:46 GMT",https://www.bbc.co.uk/sport/football/62703822,https://www.bbc.co.uk/sport/football/62703822?at_medium=RSS&at_campaign=KARANGA,"From swift player reunions, all-British drama and nightmare groups, here are the key things to look out for as the Champions League returns this week."
US Open: Iga Swiatek fights back to set up Jessica Pegula quarter-final,"Tue, 06 Sep 2022 00:19:47 GMT",https://www.bbc.co.uk/sport/tennis/62790763,https://www.bbc.co.uk/sport/tennis/62790763?at_medium=RSS&at_campaign=KARANGA,Top seed Iga Swiatek avoids a US Open upset by recovering to beat unseeded Jule Niemeier and reach the quarter-finals in New York.
Tyson Fury offers Anthony Joshua chance to fight for title this year,"Mon, 05 Sep 2022 21:08:36 GMT",https://www.bbc.co.uk/sport/boxing/62800068,https://www.bbc.co.uk/sport/boxing/62800068?at_medium=RSS&at_campaign=KARANGA,WBC heavyweight champion Tyson Fury offers Anthony Joshua the chance to fight for his belt before the end of this year.
MOTD 2 Analysis: 'Unstoppable' Erling Haaland could redefine striker role for next 10 years - Troy Deeney,"Mon, 05 Sep 2022 13:20:41 GMT",https://www.bbc.co.uk/sport/av/football/62791018,https://www.bbc.co.uk/sport/av/football/62791018?at_medium=RSS&at_campaign=KARANGA,"""Unstoppable"" Manchester City star Erling Haaland could redefine the role of striker for the next 10 years, according to Match of the Day 2 pundit Troy Deeney."
Women's World Cup: Wales ready for 'biggest game of our lives',"Mon, 05 Sep 2022 20:10:12 GMT",https://www.bbc.co.uk/sport/football/62764159,https://www.bbc.co.uk/sport/football/62764159?at_medium=RSS&at_campaign=KARANGA,Wales manager Gemma Grainger wants fans to get behind her players in their World Cup qualifier against Slovenia.
US Open: Cameron Norrie loses to Andrey Rublev in New York,"Mon, 05 Sep 2022 22:51:27 GMT",https://www.bbc.co.uk/sport/tennis/62800435,https://www.bbc.co.uk/sport/tennis/62800435?at_medium=RSS&at_campaign=KARANGA,Britain's Cameron Norrie is unable to reach a second straight Grand Slam quarter-final as he loses to Andrey Rublev at the US Open.
Liz Truss installs allies in key cabinet roles,"Tue, 06 Sep 2022 21:56:45 GMT",https://www.bbc.co.uk/news/uk-politics-62813552,https://www.bbc.co.uk/news/uk-politics-62813552?at_medium=RSS&at_campaign=KARANGA,"Kwasi Kwarteng is in as chancellor and Therese Coffey deputy PM, as Liz Truss unveils her top team."
Warning that firms will fail without energy bill help,"Tue, 06 Sep 2022 22:54:23 GMT",https://www.bbc.co.uk/news/business-62813782,https://www.bbc.co.uk/news/business-62813782?at_medium=RSS&at_campaign=KARANGA,"Tens of thousands of businesses could go under without government support, say insolvency experts."
Canada stabbings: Town 'shattered' amid stabbings manhunt,"Wed, 07 Sep 2022 00:05:33 GMT",https://www.bbc.co.uk/news/world-us-canada-62815201,https://www.bbc.co.uk/news/world-us-canada-62815201?at_medium=RSS&at_campaign=KARANGA,People in Saskatchewan grapple with grief and anger in the wake of the tragedy.
"Therese Coffey's views on abortion concerning, charity says","Tue, 06 Sep 2022 20:28:02 GMT",https://www.bbc.co.uk/news/uk-politics-62805268,https://www.bbc.co.uk/news/uk-politics-62805268?at_medium=RSS&at_campaign=KARANGA,The new health secretary has opposed extending abortion rights but has said the law wouldn't change.
"Olivia Pratt-Korbel's killer must own up, says mum","Tue, 06 Sep 2022 20:19:53 GMT",https://www.bbc.co.uk/news/uk-england-merseyside-62814844,https://www.bbc.co.uk/news/uk-england-merseyside-62814844?at_medium=RSS&at_campaign=KARANGA,"Olivia Pratt-Korbel is described by her mother as ""her little shadow"" in an emotional tribute."
Chimps show off their 'signature' drum beats,"Tue, 06 Sep 2022 23:17:51 GMT",https://www.bbc.co.uk/news/science-environment-62809420,https://www.bbc.co.uk/news/science-environment-62809420?at_medium=RSS&at_campaign=KARANGA,"The wild apes drum messages to one another on tree roots in the rainforest, researchers find."
Free school meals launch in Wales for children seven and under,"Tue, 06 Sep 2022 22:00:11 GMT",https://www.bbc.co.uk/news/uk-wales-62811530,https://www.bbc.co.uk/news/uk-wales-62811530?at_medium=RSS&at_campaign=KARANGA,"Universal free school meals have begun for some ages, with all primary pupils to be covered by 2024."
Ukraine war: Russians to pay €45 more to enter EU under new rules,"Tue, 06 Sep 2022 16:20:04 GMT",https://www.bbc.co.uk/news/world-europe-62811675,https://www.bbc.co.uk/news/world-europe-62811675?at_medium=RSS&at_campaign=KARANGA,Russians will also face a lengthier application process under new EU proposals.
School trips could be axed in bid to keep staff,"Wed, 07 Sep 2022 00:40:18 GMT",https://www.bbc.co.uk/news/education-62670576,https://www.bbc.co.uk/news/education-62670576?at_medium=RSS&at_campaign=KARANGA,"As children head back to school, head teachers are grappling with growing energy and staffing costs."
Chris Kaba: Man shot dead by police in Streatham named,"Tue, 06 Sep 2022 20:53:21 GMT",https://www.bbc.co.uk/news/uk-england-london-62810454,https://www.bbc.co.uk/news/uk-england-london-62810454?at_medium=RSS&at_campaign=KARANGA,"Chris Kaba was shot after police pursued what they described as a ""suspect vehicle"" in south London."
Eliza Fletcher: Police identify body found in search for heiress,"Tue, 06 Sep 2022 23:52:58 GMT",https://www.bbc.co.uk/news/world-us-canada-62811661,https://www.bbc.co.uk/news/world-us-canada-62811661?at_medium=RSS&at_campaign=KARANGA,"The 34-year-old was a teacher in Memphis, but also the granddaughter of a local billionaire."
Super-smeller helps scientists develop test to spot Parkinson's,"Wed, 07 Sep 2022 00:28:34 GMT",https://www.bbc.co.uk/news/uk-scotland-62795737,https://www.bbc.co.uk/news/uk-scotland-62795737?at_medium=RSS&at_campaign=KARANGA,A woman who can detect Parkinson's through smell helps scientists develop a test for the disease.
Baby sticky tape skin test can predict eczema risk,"Wed, 07 Sep 2022 00:10:35 GMT",https://www.bbc.co.uk/news/health-62808235,https://www.bbc.co.uk/news/health-62808235?at_medium=RSS&at_campaign=KARANGA,"Scientists say they can predict which youngsters might get the dry, itchy skin condition."
Fresh wave of sewage pollution hits Britain's beaches,"Tue, 06 Sep 2022 18:38:40 GMT",https://www.bbc.co.uk/news/science-environment-62813573,https://www.bbc.co.uk/news/science-environment-62813573?at_medium=RSS&at_campaign=KARANGA,Untreated sewage triggers pollution warnings at almost 100 UK beaches after heavy rainfall.
Netflix: Saudi Arabia and GCC warn streaming giant over violating 'Islamic values',"Tue, 06 Sep 2022 19:18:17 GMT",https://www.bbc.co.uk/news/world-middle-east-62811522,https://www.bbc.co.uk/news/world-middle-east-62811522?at_medium=RSS&at_campaign=KARANGA,The offending content was not specified - but state TV highlighted two teenage girls kissing.
Holiday Inn hit by cyber attack,"Tue, 06 Sep 2022 20:14:25 GMT",https://www.bbc.co.uk/news/technology-62814943,https://www.bbc.co.uk/news/technology-62814943?at_medium=RSS&at_campaign=KARANGA,"The chain, run by Intercontinental Hotel Group, said their online services were facing disruptions."
Liz Truss: New cabinet a near total purge of Sunak backers,"Tue, 06 Sep 2022 22:51:29 GMT",https://www.bbc.co.uk/news/uk-politics-62815645,https://www.bbc.co.uk/news/uk-politics-62815645?at_medium=RSS&at_campaign=KARANGA,The dominance of Truss campaign supporters in cabinet is already prompting grumbling among some Tory MPs.
New cabinet: Who is in Liz Truss's top team?,"Tue, 06 Sep 2022 22:34:06 GMT",https://www.bbc.co.uk/news/uk-politics-62796077,https://www.bbc.co.uk/news/uk-politics-62796077?at_medium=RSS&at_campaign=KARANGA,"A guide to the people in Prime Minister Liz Truss's cabinet, with the new faces, as well as those who have changed roles."
Who is Kwasi Kwarteng? New UK chancellor likes a challenge,"Tue, 06 Sep 2022 18:17:09 GMT",https://www.bbc.co.uk/news/business-62796213,https://www.bbc.co.uk/news/business-62796213?at_medium=RSS&at_campaign=KARANGA,The new UK Chancellor Kwasi Kwarteng is a past winner of University Challenge - and a key ally of Liz Truss.
Liz Truss outlines her three priorities in first speech,"Tue, 06 Sep 2022 19:07:05 GMT",https://www.bbc.co.uk/news/uk-62812691,https://www.bbc.co.uk/news/uk-62812691?at_medium=RSS&at_campaign=KARANGA,"In her first speech, the prime minister said she would focus on tax cuts, the energy crisis and the NHS."
"Truss in, Johnson out - the day in 90 seconds","Tue, 06 Sep 2022 17:22:33 GMT",https://www.bbc.co.uk/news/uk-politics-62811785,https://www.bbc.co.uk/news/uk-politics-62811785?at_medium=RSS&at_campaign=KARANGA,Liz Truss is sworn in as the new prime minister - watch how the day unfolded.
Liz Truss: Applause and irony as world reacts to new UK PM,"Tue, 06 Sep 2022 21:04:23 GMT",https://www.bbc.co.uk/news/world-62796353,https://www.bbc.co.uk/news/world-62796353?at_medium=RSS&at_campaign=KARANGA,"Ukraine sees Liz Truss as a leader from ""the bright side of European politics"" - others are less impressed."
The Papers: 'We can ride out the storm' and 'hello Liz',"Tue, 06 Sep 2022 22:30:24 GMT",https://www.bbc.co.uk/news/blogs-the-papers-62815675,https://www.bbc.co.uk/news/blogs-the-papers-62815675?at_medium=RSS&at_campaign=KARANGA,Wednesday's front pages dissect Liz Truss's first day as prime minister.
Meet China's lost pet detectives,"Tue, 06 Sep 2022 22:08:45 GMT",https://www.bbc.co.uk/news/world-asia-62661308,https://www.bbc.co.uk/news/world-asia-62661308?at_medium=RSS&at_campaign=KARANGA,"They not only help owners find lost animals, but also teach them how to look after their cats and dogs."
South Korea: 'They cancelled my job interviews because I'm disabled',"Tue, 06 Sep 2022 23:08:26 GMT",https://www.bbc.co.uk/news/world-asia-62797448,https://www.bbc.co.uk/news/world-asia-62797448?at_medium=RSS&at_campaign=KARANGA,Dayeon's interviews were called off after recruiters discovered she had hearing loss.
Marc Diakiese: UFC MMA star on his fighting journey,"Tue, 06 Sep 2022 23:09:27 GMT",https://www.bbc.co.uk/news/uk-england-south-yorkshire-62810275,https://www.bbc.co.uk/news/uk-england-south-yorkshire-62810275?at_medium=RSS&at_campaign=KARANGA,"MMA fighter Marc Diakiese on his life in Doncaster, DR Congo and the UFC cage."
In pictures: Liz Truss becomes UK's 56th PM,"Tue, 06 Sep 2022 18:38:58 GMT",https://www.bbc.co.uk/news/in-pictures-62810557,https://www.bbc.co.uk/news/in-pictures-62810557?at_medium=RSS&at_campaign=KARANGA,A selection of images capture the day Ms Truss officially became the country's third-ever female PM.
Liz Truss's first cabinet: Who's in and who's out,"Wed, 07 Sep 2022 00:18:20 GMT",https://www.bbc.co.uk/news/uk-politics-62806708,https://www.bbc.co.uk/news/uk-politics-62806708?at_medium=RSS&at_campaign=KARANGA,The senior ministers leaving government and some of the likely new figures around the Cabinet table.
Ukraine: Ben Stiller and Sean Penn latest Americans banned from Russia,"Tue, 06 Sep 2022 10:52:14 GMT",https://www.bbc.co.uk/news/world-europe-62806655,https://www.bbc.co.uk/news/world-europe-62806655?at_medium=RSS&at_campaign=KARANGA,"Moscow's ""stop list"" includes more than 1,000 names, including celebrities who have backed Ukraine."
Stunning shelf cloud captured in Dorset before storm hit,"Tue, 06 Sep 2022 08:57:26 GMT",https://www.bbc.co.uk/news/uk-england-dorset-62805905,https://www.bbc.co.uk/news/uk-england-dorset-62805905?at_medium=RSS&at_campaign=KARANGA,Video shows a shelf cloud - a type of arcus cloud - form before a thunderstorm hit Portland.
Powys: Farm flooded for reservoir emerges following dry spell,"Tue, 06 Sep 2022 20:39:56 GMT",https://www.bbc.co.uk/news/uk-wales-62813885,https://www.bbc.co.uk/news/uk-wales-62813885?at_medium=RSS&at_campaign=KARANGA,Farm buildings that vanished beneath a reservoir can be seen again due to recent dry months
Dramatic pictures show West Midlands storms,"Tue, 06 Sep 2022 11:07:19 GMT",https://www.bbc.co.uk/news/uk-england-birmingham-62807400,https://www.bbc.co.uk/news/uk-england-birmingham-62807400?at_medium=RSS&at_campaign=KARANGA,The region has witnessed scenes of fork lightning overnight.
What is the energy price cap and how high could bills go?,"Tue, 06 Sep 2022 17:45:46 GMT",https://www.bbc.co.uk/news/business-58090533,https://www.bbc.co.uk/news/business-58090533?at_medium=RSS&at_campaign=KARANGA,"New PM Liz Truss is due to set out plans to help with energy bills, ahead of a sharp rise in prices."
'I caught my fraudster funeral director boss',"Tue, 06 Sep 2022 21:55:15 GMT",https://www.bbc.co.uk/news/uk-scotland-62808999,https://www.bbc.co.uk/news/uk-scotland-62808999?at_medium=RSS&at_campaign=KARANGA,Sarah Yorke confronted her boss over scamming dozens of people out of their life savings.
Hadraawi: Tribute to the poet on the lips of every Somali,"Tue, 06 Sep 2022 23:05:33 GMT",https://www.bbc.co.uk/news/world-africa-62793943,https://www.bbc.co.uk/news/world-africa-62793943?at_medium=RSS&at_campaign=KARANGA,"Mohamed Ibrahim Warsame, who has died aged 79, was known simply as Hadraawi, or ""master of speech""."
Boris Johnson's leaving speech fact-checked,"Tue, 06 Sep 2022 14:34:53 GMT",https://www.bbc.co.uk/news/62806217,https://www.bbc.co.uk/news/62806217?at_medium=RSS&at_campaign=KARANGA,"The outgoing prime minister made claims on police, nurses, hospitals,rail and Brexit."
Booker Prize: Alan Garner is oldest writer to make the shortlist,"Tue, 06 Sep 2022 18:45:35 GMT",https://www.bbc.co.uk/news/entertainment-arts-62805073,https://www.bbc.co.uk/news/entertainment-arts-62805073?at_medium=RSS&at_campaign=KARANGA,"Six books make the cut for the coveted prize, including the shortest book to ever be recognised."
Canada stabbings: Relatives identify 'random' victims of Saskatchewan attack,"Tue, 06 Sep 2022 23:29:00 GMT",https://www.bbc.co.uk/news/world-us-canada-62804826,https://www.bbc.co.uk/news/world-us-canada-62804826?at_medium=RSS&at_campaign=KARANGA,"Gloria Burns, 62, was killed as she tried to help other victims of Sunday's attacks in Saskatchewan."
Who is Liz Truss? From teenage Lib Dem to Tory PM,"Tue, 06 Sep 2022 13:17:01 GMT",https://www.bbc.co.uk/news/uk-politics-58575895,https://www.bbc.co.uk/news/uk-politics-58575895?at_medium=RSS&at_campaign=KARANGA,The personal and political journey of the UK's new prime minister.
In pictures: The prime ministers appointed by the Queen,"Tue, 06 Sep 2022 12:06:48 GMT",https://www.bbc.co.uk/news/uk-scotland-62795868,https://www.bbc.co.uk/news/uk-scotland-62795868?at_medium=RSS&at_campaign=KARANGA,"The Queen has appointed every PM since 1955, but Liz Truss w the first invited to Balmoral."
Ukraine round-up: UN nuclear safety call and Russia 'gets North Korean arms',"Tue, 06 Sep 2022 20:12:57 GMT",https://www.bbc.co.uk/news/world-europe-62813420,https://www.bbc.co.uk/news/world-europe-62813420?at_medium=RSS&at_campaign=KARANGA,More concerns over Ukraine's nuclear plant and claims that Russia is buying weapons from N Korea.
Don't Worry Darling: Critics mixed as Olivia Wilde film with Harry Styles premieres,"Tue, 06 Sep 2022 12:53:51 GMT",https://www.bbc.co.uk/news/entertainment-arts-62805065,https://www.bbc.co.uk/news/entertainment-arts-62805065?at_medium=RSS&at_campaign=KARANGA,"One critic called Don't Worry Darling ""unconvincing"" while another said it was ""largely fantastic""."
The growth of India's pearl farming industry,"Mon, 05 Sep 2022 23:04:04 GMT",https://www.bbc.co.uk/news/business-62204515,https://www.bbc.co.uk/news/business-62204515?at_medium=RSS&at_campaign=KARANGA,"The Indian government is fuelling its growth, but critics say the boom is coming at a cost."
Celtic 0-3 Real Madrid: Champions League holders show class in clinical showing,"Tue, 06 Sep 2022 20:50:30 GMT",https://www.bbc.co.uk/sport/football/62771360,https://www.bbc.co.uk/sport/football/62771360?at_medium=RSS&at_campaign=KARANGA,"Celtic were ultimately outclassed by holders Real Madrid in their Champions League opener, despite a lively and encouraging start in Glasgow."
Sevilla 0-4 Man City: Erling Haaland scores twice in comfortable Champions League opening win,"Tue, 06 Sep 2022 21:40:41 GMT",https://www.bbc.co.uk/sport/football/62800316,https://www.bbc.co.uk/sport/football/62800316?at_medium=RSS&at_campaign=KARANGA,Erling Haaland scores twice as Manchester City open their Champions League campaign by thrashing a dismal Sevilla side.
Women's World Cup: Wales reach play-offs for first time in 0-0 draw with Slovenia,"Tue, 06 Sep 2022 20:43:04 GMT",https://www.bbc.co.uk/sport/football/62764159,https://www.bbc.co.uk/sport/football/62764159?at_medium=RSS&at_campaign=KARANGA,Wales reach the World Cup play-offs for the first time thanks to a 0-0 draw on a nerve-shredding night in the Welsh capital.
10-goal England celebrate Euros homecoming in style,"Tue, 06 Sep 2022 21:38:35 GMT",https://www.bbc.co.uk/sport/football/62797977,https://www.bbc.co.uk/sport/football/62797977?at_medium=RSS&at_campaign=KARANGA,England celebrate their homecoming as European champions in style with a ruthless 10-goal victory over Luxembourg in Stoke.
Dinamo Zagreb 1-0 Chelsea: Thomas Tuchel says 'everything is missing' after Champions League loss,"Tue, 06 Sep 2022 20:55:52 GMT",https://www.bbc.co.uk/sport/football/62815129,https://www.bbc.co.uk/sport/football/62815129?at_medium=RSS&at_campaign=KARANGA,"Thomas Tuchel took charge of Chelsea for the 100th time on Tuesday, but there was no celebration after their defeat by Dinamo Zagreb."
US Open: Caroline Garcia ends Coco Gauff's hopes to set up Ons Jabeur semi-final,"Wed, 07 Sep 2022 01:28:54 GMT",https://www.bbc.co.uk/sport/tennis/62815332,https://www.bbc.co.uk/sport/tennis/62815332?at_medium=RSS&at_campaign=KARANGA,French 17th seed Caroline Garcia ends American Coco Gauff's hopes to set up a US Open semi-final against Ons Jabeur.
Liz Truss set to unveil plans to cut energy bills for millions,"Wed, 07 Sep 2022 21:33:01 GMT",https://www.bbc.co.uk/news/business-62819846,https://www.bbc.co.uk/news/business-62819846?at_medium=RSS&at_campaign=KARANGA,"The government could borrow £100bn to cap the typical household energy bill at around £2,500 a year."
"New malaria vaccine is world-changing, say scientists","Thu, 08 Sep 2022 00:25:44 GMT",https://www.bbc.co.uk/news/health-62797776,https://www.bbc.co.uk/news/health-62797776?at_medium=RSS&at_campaign=KARANGA,The jab could be used on a mass scale next year with the aim of ending deaths from the disease.
Chris Kaba's mother: 'My heart is broken',"Wed, 07 Sep 2022 19:36:18 GMT",https://www.bbc.co.uk/news/uk-62828819,https://www.bbc.co.uk/news/uk-62828819?at_medium=RSS&at_campaign=KARANGA,"The parents of Chris Kaba, a 24-year-old man shot by police, accuse the Metropolitan Police of racism."
Chris Kaba: No firearm found at scene of fatal police shooting,"Wed, 07 Sep 2022 21:18:43 GMT",https://www.bbc.co.uk/news/uk-england-london-62691598,https://www.bbc.co.uk/news/uk-england-london-62691598?at_medium=RSS&at_campaign=KARANGA,Chris Kaba was shot dead following a police pursuit which ended in south London on Monday night.
"Royal Family: First day at school for George, Charlotte and Louis","Wed, 07 Sep 2022 21:30:06 GMT",https://www.bbc.co.uk/news/uk-62825227,https://www.bbc.co.uk/news/uk-62825227?at_medium=RSS&at_campaign=KARANGA,Sunshine and smiles as the Cambridges all start at a new school after the family's move to Windsor.
Zelensky hails 'good news' as settlements recaptured from Russia,"Wed, 07 Sep 2022 22:46:09 GMT",https://www.bbc.co.uk/news/world-europe-62828859,https://www.bbc.co.uk/news/world-europe-62828859?at_medium=RSS&at_campaign=KARANGA,Ukraine's president says his troops have recaptured several settlements from Russian forces.
Queen postpones senior ministers meeting to rest,"Wed, 07 Sep 2022 18:36:18 GMT",https://www.bbc.co.uk/news/uk-62825232,https://www.bbc.co.uk/news/uk-62825232?at_medium=RSS&at_campaign=KARANGA,The online meeting of the Privy Council will be rearranged after the monarch was advised to rest.
Post-menopause HRT treatment to be sold in UK pharmacies,"Wed, 07 Sep 2022 23:39:09 GMT",https://www.bbc.co.uk/news/health-62758377,https://www.bbc.co.uk/news/health-62758377?at_medium=RSS&at_campaign=KARANGA,Estradiol tablets help treat the cause of vaginal dryness in women experiencing menopause.
"Paul Urey: Captured Briton possibly suffered 'unspeakable' torture, says Ukraine","Wed, 07 Sep 2022 19:43:15 GMT",https://www.bbc.co.uk/news/world-europe-62828238,https://www.bbc.co.uk/news/world-europe-62828238?at_medium=RSS&at_campaign=KARANGA,"Aid worker Paul Urey's body has ""signs of possible unspeakable torture"", says Ukraine."
Napoli 4-1 Liverpool: Reds suffer heavy opening Champions League defeat in Naples,"Wed, 07 Sep 2022 21:07:16 GMT",https://www.bbc.co.uk/sport/football/62815794,https://www.bbc.co.uk/sport/football/62815794?at_medium=RSS&at_campaign=KARANGA,Liverpool are thrashed by Napoli in their first Champions League group game on a night to forget in Italy.
Apple reveals iPhone 14 Pro and Watch Ultra,"Wed, 07 Sep 2022 21:55:42 GMT",https://www.bbc.co.uk/news/technology-62827774,https://www.bbc.co.uk/news/technology-62827774?at_medium=RSS&at_campaign=KARANGA,The tech company presented a range of new devices at an event held at its California headquarters.
Veteran MP Nick Brown suspended from Labour Party,"Wed, 07 Sep 2022 22:32:42 GMT",https://www.bbc.co.uk/news/uk-politics-62828438,https://www.bbc.co.uk/news/uk-politics-62828438?at_medium=RSS&at_campaign=KARANGA,Former chief whip Nick Brown says he is co-operating with the investigation.
Royal Mail staff announce fresh strikes over pay,"Wed, 07 Sep 2022 19:01:12 GMT",https://www.bbc.co.uk/news/business-62827928,https://www.bbc.co.uk/news/business-62827928?at_medium=RSS&at_campaign=KARANGA,Further dates for walkouts are announced by staff in the Communication Workers Union.
What is the windfall tax on oil and gas companies and how does it work?,"Wed, 07 Sep 2022 14:00:01 GMT",https://www.bbc.co.uk/news/business-60295177,https://www.bbc.co.uk/news/business-60295177?at_medium=RSS&at_campaign=KARANGA,New PM Liz Truss has ruled out using a further windfall tax to fund energy price measures.
Which countries are doing the most to tackle energy bills?,"Thu, 11 Aug 2022 14:32:14 GMT",https://www.bbc.co.uk/news/61522123,https://www.bbc.co.uk/news/61522123?at_medium=RSS&at_campaign=KARANGA,European countries have taken different approaching to higher energy bills.
Where does the government borrow billions from?,"Wed, 07 Sep 2022 17:34:18 GMT",https://www.bbc.co.uk/news/business-50504151,https://www.bbc.co.uk/news/business-50504151?at_medium=RSS&at_campaign=KARANGA,"How does it work when a government wants to borrow money, and when does it have to pay it back?"
Russia sanctions: How can the world cope without its oil and gas?,"Mon, 05 Sep 2022 09:36:24 GMT",https://www.bbc.co.uk/news/58888451,https://www.bbc.co.uk/news/58888451?at_medium=RSS&at_campaign=KARANGA,Many countries are heavily dependent on Russian energy and will need to find new suppliers.
The Papers: Truss's 'energy gamble' and 'heir they come',"Wed, 07 Sep 2022 22:51:13 GMT",https://www.bbc.co.uk/news/blogs-the-papers-62829214,https://www.bbc.co.uk/news/blogs-the-papers-62829214?at_medium=RSS&at_campaign=KARANGA,Photos of the Cambridge children's first day at school together make most of Thursday's front pages.
'I'm a secondary school teacher with ADHD',"Wed, 07 Sep 2022 23:01:10 GMT",https://www.bbc.co.uk/news/uk-england-nottinghamshire-62741325,https://www.bbc.co.uk/news/uk-england-nottinghamshire-62741325?at_medium=RSS&at_campaign=KARANGA,Katie Roper says being open about her condition helps the pupils she works with.
The 200-year-old festival where children dress as horses,"Wed, 07 Sep 2022 22:03:29 GMT",https://www.bbc.co.uk/news/uk-scotland-62826900,https://www.bbc.co.uk/news/uk-scotland-62826900?at_medium=RSS&at_campaign=KARANGA,The Festival of the Horse is an annual event in in Orkney which celebrates farming heritage.
Mercury Prize: Self Esteem and Little Simz lead race for album of the year,"Thu, 08 Sep 2022 00:37:20 GMT",https://www.bbc.co.uk/news/entertainment-arts-62825157,https://www.bbc.co.uk/news/entertainment-arts-62825157?at_medium=RSS&at_campaign=KARANGA,"The shortlist for the prestigious music award includes Little Simz, Self Esteem and Harry Styles."
Peppa Pig: First same-sex couple for children's show,"Wed, 07 Sep 2022 16:10:37 GMT",https://www.bbc.co.uk/news/uk-62824913,https://www.bbc.co.uk/news/uk-62824913?at_medium=RSS&at_campaign=KARANGA,The long-running cartoon is one of the most popular TV programmes for pre-school children.
How is a thief taking thousands from London gym-goers?,"Wed, 07 Sep 2022 08:53:04 GMT",https://www.bbc.co.uk/news/uk-england-london-62809151,https://www.bbc.co.uk/news/uk-england-london-62809151?at_medium=RSS&at_campaign=KARANGA,A serial thief is targeting well-off young women across London's gyms. How is she doing it?
Love Island's Tasha: 'A little sign language goes a long way',"Wed, 07 Sep 2022 10:13:57 GMT",https://www.bbc.co.uk/news/newsbeat-62812834,https://www.bbc.co.uk/news/newsbeat-62812834?at_medium=RSS&at_campaign=KARANGA,The Love Island finalist wants to teach you how to communicate with people whose hearing is impaired.
Possible Mull Viking boat burials to be investigated,"Wed, 07 Sep 2022 09:17:22 GMT",https://www.bbc.co.uk/news/uk-scotland-glasgow-west-62794761,https://www.bbc.co.uk/news/uk-scotland-glasgow-west-62794761?at_medium=RSS&at_campaign=KARANGA,Archaeologists will evaluate two mounds on Mull as part of a series of digs later this month.
Watch highlights of England 10-0 Luxembourg in World Cup qualifier,"Wed, 07 Sep 2022 11:17:36 GMT",https://www.bbc.co.uk/sport/av/football/62813381,https://www.bbc.co.uk/sport/av/football/62813381?at_medium=RSS&at_campaign=KARANGA,England celebrate their homecoming as European champions in style with a ruthless victory over Luxembourg to end World Cup qualification with a perfect record.
